LearneCN — vocabulary filter report

Generated by tools/filter-vocabulary.py. Every line is a change that
tool made to the shipped data. "trigger" is the word that caused it;
the offending definitions themselves are not repeated here.

Official HSK 1-6 vocabulary is never deleted. The most that happens to
an HSK word is that one sense is dropped from its gloss.

779 headwords are gone from the data entirely.
967 practice questions were about one of them and went with it.
1810 more had an obscene wrong answer swapped for a clean one and were kept.

------------------------------------------------------------------------------
file          word       reading          action                           category   trigger
cedict.json   骚包         sao1 bao1        sense dropped                    sexual     jezebel
cedict.json   骚话         sao1 hua4        removed                          sexual     obscenities
cedict.json   骚货         sao1 huo4        removed                          sexual     loose woman
cedict.json   高潮         gao1 chao2       sense dropped                    sexual     orgasm
cedict.json   魅力四射       mei4 li4 si4 sh  sense dropped                    sexual     seductive
cedict.json   鱼水之欢       yu2 shui3 zhi1   sense dropped                    sexual     sexual intercourse
cedict.json   鸟          diao3            removed                          sexual     penis
cedict.json   鸡          ji1              sense dropped                    sexual     prostitute
cedict.json   鸡儿         ji1 er2          sense dropped                    sexual     penis
cedict.json   鸡头米        ji1 tou2 mi3     sense dropped                    sexual     semen
cedict.json   鸡奸         ji1 jian1        sense dropped                    sexual     sodomy
cedict.json   鸡婆         ji1 po2          sense dropped                    sexual     prostitute
cedict.json   鸡巴         ji1 ba5          removed                          sexual     dick
cedict.json   鸡鸡         ji1 ji1          removed                          sexual     penis
cedict.json   鸨母         bao3 mu3         removed                          sexual     brothel
cedict.json   鸭          ya1              sense dropped                    sexual     prostitute
cedict.json   鸭子         ya1 zi5          sense dropped                    sexual     prostitute
cedict.json   鸳鸯戏水       yuan1 yang1 xi4  sense dropped                    sexual     make love
cedict.json   麦尔维尔       Mai4 er3 wei2 e  sense dropped                    sexual     dick
cedict.json   黄          huang2           sense dropped                    sexual     pornographic
cedict.json   黄书         huang2 shu1      removed                          sexual     pornographic
cedict.json   黄毒         huang2 du2       removed                          sexual     pornography
cedict.json   黄片         huang2 pian4     removed                          sexual     adult movie
cedict.json   黄腔         huang2 qiang1    removed                          sexual     lewd
cedict.json   黄色         huang2 se4       sense dropped                    sexual     lewd
cedict.json   黄色书刊       huang2 se4 shu1  removed                          sexual     pornographic
cedict.json   齐人之福       Qi2 ren2 zhi1 f  sense dropped                    sexual     concubine
cedict.json   龟          gui1             sense dropped                    sexual     cuckold
cedict.json   龟公         gui1 gong1       removed                          sexual     pimp
cedict.json   龟头         gui1 tou2        sense dropped                    sexual     penis
cedict.json   业障         ye4 zhang4       sense dropped                    slurs      term of abuse
cedict.json   二毛子        er4 mao2 zi5     sense dropped                    slurs      derogatory term
cedict.json   克汀病        ke4 ting1 bing4  removed                          slurs      cretinism
cedict.json   尼哥         ni2 ge1          removed                          slurs      nigger
cedict.json   弱智         ruo4 zhi4        sense dropped                    slurs      retarded
cedict.json   日人民报       Ri4 Ren2 min2 b  removed                          slurs      derogatory name
cedict.json   日本鬼子       Ri4 ben3 gui3 z  removed                          slurs      term of abuse
cedict.json   智障         zhi4 zhang4      sense dropped                    slurs      retarded
cedict.json   智障人士       zhi4 zhang4 ren  sense dropped                    slurs      retarded
cedict.json   楞子眼        leng4 zi5 yan3   removed                          slurs      imbecile
cedict.json   洋鬼子        yang2 gui3 zi5   sense dropped                    slurs      term of abuse
cedict.json   痴          chi1             sense dropped                    slurs      imbecile
cedict.json   白目         bai2 mu4         sense dropped                    slurs      moron
cedict.json   白鬼         bai2 gui3        removed                          slurs      derogatory term
cedict.json   矮呆病        ai3 dai1 bing4   removed                          slurs      cretinism
cedict.json   纣          Zhou4            removed                          slurs      pejorative name
cedict.json   脑残         nao3 can2        sense dropped                    slurs      moronic
cedict.json   蠢人         chun3 ren2       sense dropped                    slurs      imbecile
cedict.json   蠢货         chun3 huo4       sense dropped                    slurs      moron
cedict.json   贬称         bian3 cheng1     sense dropped                    slurs      derogatory term
cedict.json   贬词         bian3 ci2        sense dropped                    slurs      derogatory term
cedict.json   赵家人        Zhao4 jia1 ren2  removed                          slurs      derogatory term
cedict.json   逆夷         ni4 yi2          sense dropped                    slurs      insulting term
cedict.json   鄙称         bi3 cheng1       removed                          slurs      derogatory term
cedict.json   鞑虏         Da2 lu3          sense dropped                    slurs      insulting term
cedict.json   香蕉人        xiang1 jiao1 re  sense dropped                    slurs      pejorative term
cedict.json   黄种         huang2 zhong3    sense dropped                    slurs      mongoloid
cedict.json   黑鬼         hei1 gui3        removed                          slurs      derogatory term
cedict.json   上刑         shang4 xing2     sense dropped                    violence   torture
cedict.json   严刑拷打       yan2 xing2 kao3  removed                          violence   torture
cedict.json   中毒者        zhong4 du2 zhe3  sense dropped                    violence   overdose
cedict.json   伤残         shang1 can2      sense dropped                    violence   maimed
cedict.json   冰          bing1            sense dropped                    violence   methamphetamine
cedict.json   冰毒         bing1 du2        removed                          violence   methamphetamine
cedict.json   几号         ji3 hao4         removed                          violence   heroin
cedict.json   刀锯斧钺       dao1 ju4 fu3 yu  sense dropped                    violence   torture
cedict.json   刀锯鼎镬       dao1 ju4 ding3   sense dropped                    violence   torture
cedict.json   分尸         fen1 shi1        removed                          violence   dismember
cedict.json   切腹         qie1 fu4         removed                          violence   disemboweling
cedict.json   刑          xing2            sense dropped                    violence   torture
cedict.json   刑具         xing2 ju4        sense dropped                    violence   torture
cedict.json   刑堂         xing2 tang2      removed                          violence   torture
cedict.json   刑天         Xing2 tian1      removed                          violence   decapitated
cedict.json   刑房         xing2 fang2      sense dropped                    violence   torture
cedict.json   刑求         xing2 qiu2       removed                          violence   torture
cedict.json   刑讯         xing2 xun4       sense dropped                    violence   torture
cedict.json   刑辱         xing2 ru3        removed                          violence   torture
cedict.json   刖          yue4             removed                          violence   mutilating
cedict.json   刺穿         ci4 chuan1       sense dropped                    violence   impale
cedict.json   剖腹         pou1 fu4         sense dropped                    violence   disembowel
cedict.json   剜          wan1             sense dropped                    violence   gouge out
cedict.json   剥          bo1              sense dropped                    violence   flay
cedict.json   剥皮         bao1 pi2         sense dropped                    violence   flay
cedict.json   去氧麻黄碱      qu4 yang3 ma2 h  removed                          violence   methamphetamine
cedict.json   反酷刑折磨公约    fan3 ku4 xing2   removed                          violence   torture
cedict.json   受刑         shou4 xing2      sense dropped                    violence   tortured
cedict.json   受难         shou4 nan4       sense dropped                    violence   torture
cedict.json   变造         bian4 zao4       sense dropped                    violence   mutilate
cedict.json   古柯         gu3 ke1          removed                          violence   cocaine
cedict.json   古柯树        gu3 ke1 shu4     removed                          violence   cocaine
cedict.json   古柯碱        gu3 ke1 jian3    removed                          violence   cocaine
cedict.json   可卡因        ke3 ka3 yin1     removed                          violence   cocaine
cedict.json   叶子         ye4 zi5          sense dropped                    violence   marijuana
cedict.json   同类相食       tong2 lei4 xian  removed                          violence   cannibalism
cedict.json   吸毒成瘾       xi1 du2 cheng2   removed                          violence   drug addiction
cedict.json   大关         da4 guan1        sense dropped                    violence   torture
cedict.json   大辟         da4 pi4          sense dropped                    violence   decapitation
cedict.json   大麻         da4 ma2          removed                          violence   cannabis
cedict.json   夹棍         jia1 gun4        removed                          violence   torture
cedict.json   女性割礼       nu:3 xing4 ge1   removed                          violence   mutilation
cedict.json   安非他命       an1 fei1 ta1 mi  removed                          violence   amphetamine
cedict.json   安非他明       an1 fei1 ta1 mi  removed                          violence   amphetamine
cedict.json   尸块         shi1 kuai4       removed                          violence   mutilated
cedict.json   尸首         shi1 shou5       sense dropped                    violence   decapitation
cedict.json   屈打成招       qu1 da3 cheng2   removed                          violence   torture
cedict.json   开刀         kai1 dao1        sense dropped                    violence   decapitate
cedict.json   德古拉        De2 gu3 la1      sense dropped                    violence   impaler
cedict.json   恋尸癖        lian4 shi1 pi3   removed                          violence   necrophilia
cedict.json   恶补         e4 bu3           sense dropped                    violence   overdose
cedict.json   扒皮         ba1 pi2          sense dropped                    violence   flay
cedict.json   折磨         zhe2 mo2         sense dropped                    violence   torture
cedict.json   拆用         chai1 yong4      sense dropped                    violence   cannibalize
cedict.json   拶刑         zan3 xing2       removed                          violence   torture
cedict.json   拶子         zan3 zi5         removed                          violence   torture
cedict.json   拶指         zan3 zhi3        removed                          violence   torture
cedict.json   拷          kao3             sense dropped                    violence   torture
cedict.json   拷打         kao3 da3         sense dropped                    violence   torture
cedict.json   拷掠         kao3 lu:e4       removed                          violence   torture
cedict.json   拷问         kao3 wen4        removed                          violence   torture
cedict.json   揉搓         rou2 cuo5        sense dropped                    violence   torture
cedict.json   揉磨         rou2 mo5         sense dropped                    violence   torture
cedict.json   斧钺汤镬       fu3 yue4 tang1   sense dropped                    violence   torture
cedict.json   斩          zhan3            sense dropped                    violence   behead
cedict.json   斩杀         zhan3 sha1       removed                          violence   behead
cedict.json   斩首         zhan3 shou3      removed                          violence   behead
cedict.json   斩首行动       zhan3 shou3 xin  removed                          violence   decapitation
cedict.json   杀头         sha1 tou2        removed                          violence   behead
cedict.json   枭首         xiao1 shou3      removed                          violence   behead
cedict.json   枭首示众       xiao1 shou3 shi  removed                          violence   behead
cedict.json   桁杨         hang2 yang2      sense dropped                    violence   torture
cedict.json   桁杨刀锯       hang2 yang2 dao  sense dropped                    violence   torture
cedict.json   殊          shu1             sense dropped                    violence   behead
cedict.json   殊死         shu1 si3         sense dropped                    violence   behead
cedict.json   毒刑         du2 xing2        sense dropped                    violence   torture
cedict.json   毒瘾         du2 yin3         removed                          violence   drug addiction
cedict.json   毒虫         du2 chong2       sense dropped                    violence   junkie
cedict.json   水刑         shui3 xing2      removed                          violence   torture
cedict.json   洋罪         yang2 zui4       sense dropped                    violence   torture
cedict.json   海洛因        hai3 luo4 yin1   removed                          violence   heroin
cedict.json   海洛英        hai3 luo4 ying1  removed                          violence   heroin
cedict.json   炮烙         pao2 luo4        removed                          violence   torture
cedict.json   煎熬         jian1 ao2        sense dropped                    violence   torture
cedict.json   熬煎         ao2 jian1        sense dropped                    violence   torture
cedict.json   甲基安非他命     jia3 ji1 an1 fe  removed                          violence   methamphetamine
cedict.json   甲基苯丙胺      jia3 ji1 ben3 b  removed                          violence   methamphetamine
cedict.json   电刑         dian4 xing2      sense dropped                    violence   torture
cedict.json   瘾君子        yin3 jun1 zi3    sense dropped                    violence   drug addict
cedict.json   白粉         bai2 fen3        sense dropped                    violence   heroin
cedict.json   白面         bai2 mian4       sense dropped                    violence   heroin
cedict.json   白面儿        bai2 mian4 r5    removed                          violence   heroin
cedict.json   砉          xu1              removed                          violence   flaying
cedict.json   砍头         kan3 tou2        removed                          violence   decapitate
cedict.json   砍头不过风吹帽    kan3 tou2 bu4 g  removed                          violence   decapitation
cedict.json   碎尸         sui4 shi1        removed                          violence   dismembered
cedict.json   磋磨         cuo1 mo2         sense dropped                    violence   torture
cedict.json   磔          zhe2             sense dropped                    violence   dismember
cedict.json   磨折         mo2 zhe2         sense dropped                    violence   torture
cedict.json   种麻         zhong3 ma2       removed                          violence   cannabis
cedict.json   绞杀         jiao3 sha1       sense dropped                    violence   garrotting
cedict.json   绷扒吊拷       beng1 ba1 diao4  removed                          violence   torture
cedict.json   美林集团       Mei3 lin2 ji2 t  removed                          violence   lynch
cedict.json   老虎凳        lao3 hu3 deng4   removed                          violence   torture
cedict.json   肢解         zhi1 jie3        sense dropped                    violence   dismember
cedict.json   脱氧麻黄碱      tuo1 yang3 ma2   removed                          violence   methamphetamine
cedict.json   自残         zi4 can2         sense dropped                    violence   mutilate
cedict.json   苘          qing3            sense dropped                    violence   cannabis
cedict.json   苘麻         qing3 ma2        sense dropped                    violence   cannabis
cedict.json   苦刑         ku3 xing2        removed                          violence   torture
cedict.json   苯丙胺        ben3 bing3 an4   removed                          violence   amphetamine
cedict.json   苴麻         ju1 ma2          removed                          violence   cannabis
cedict.json   蜡扦         la4 qian1        removed                          violence   impaled
cedict.json   血肉模糊       xue4 rou4 mo2 h  sense dropped                    violence   mutilated
cedict.json   跳出火坑       tiao4 chu1 huo3  sense dropped                    violence   torture
cedict.json   身首异处       shen1 shou3 yi4  removed                          violence   decapitated
cedict.json   追龙         zhui1 long2      sense dropped                    violence   heroin
cedict.json   酷刑         ku4 xing2        sense dropped                    violence   torture
cedict.json   酷刑折磨       ku4 xing2 zhe2   removed                          violence   torture
cedict.json   钉死         ding4 si3        sense dropped                    violence   impalement
cedict.json   食人俗        shi2 ren2 su2    removed                          violence   cannibalism
cedict.json   龙头铡        long2 tou2 zha2  removed                          violence   behead
hanzi.json    孽          niè              sense dropped                    profanity  bastard
hanzi.json    屁          pì               sense dropped                    profanity  fart
hanzi.json    屎          shǐ              sense dropped                    profanity  feces
hanzi.json    粪          fèn              sense dropped                    profanity  shit
hanzi.json    糞          fèn              sense dropped                    profanity  shit
hanzi.json    奸          jiān             sense dropped                    sexual     adultery
hanzi.json    妃          fēi              sense dropped                    sexual     concubine
hanzi.json    妍          yán              sense dropped                    sexual     seductive
hanzi.json    妓          jì               removed                          sexual     prostitute
hanzi.json    妖          yāo              sense dropped                    sexual     seductive
hanzi.json    妲          dá               removed                          sexual     concubine
hanzi.json    妾          qiè              removed                          sexual     concubine
hanzi.json    姦          jiān             sense dropped                    sexual     adultery
hanzi.json    姫          jī               sense dropped                    sexual     concubine
hanzi.json    姬          jī               sense dropped                    sexual     concubine
hanzi.json    娇          jiāo             sense dropped                    sexual     seductive
hanzi.json    娼          chāng            removed                          sexual     prostitute
hanzi.json    婊          biǎo             removed                          sexual     whore
hanzi.json    媵          yìng             sense dropped                    sexual     concubine
hanzi.json    嫔          pín              sense dropped                    sexual     courtesan
hanzi.json    嫖          piáo             sense dropped                    sexual     prostitute
hanzi.json    嫫          mó               sense dropped                    sexual     concubine
hanzi.json    嬌          jiāo             sense dropped                    sexual     seductive
hanzi.json    嬪          pín              sense dropped                    sexual     courtesan
hanzi.json    宠          chǒng            sense dropped                    sexual     concubine
hanzi.json    寨          zhài             sense dropped                    sexual     brothel
hanzi.json    寵          chǒng            sense dropped                    sexual     concubine
hanzi.json    屄          bī               sense dropped                    sexual     vagina
hanzi.json    屌          diǎo             removed                          sexual     penis
hanzi.json    春          chūn             sense dropped                    sexual     lustful
hanzi.json    泆          yì               sense dropped                    sexual     licentious
hanzi.json    淫          yín              sense dropped                    sexual     obscene
hanzi.json    猥          wěi              sense dropped                    sexual     obscene
hanzi.json    砦          zhài             sense dropped                    sexual     brothel
hanzi.json    秽          huì              sense dropped                    sexual     obscene
hanzi.json    穢          huì              sense dropped                    sexual     obscene
hanzi.json    竿          gān              sense dropped                    sexual     penis
hanzi.json    簉          zào              sense dropped                    sexual     concubine
hanzi.json    肛          gāng             removed                          sexual     anus
hanzi.json    膣          zhì              removed                          sexual     vagina
hanzi.json    艳          yàn              etymology note cleared           sexual     mnemonic
hanzi.json    艳          yàn              sense dropped                    sexual     sexy
hanzi.json    艷          yàn              etymology note cleared           sexual     mnemonic
hanzi.json    艷          yàn              sense dropped                    sexual     sexy
hanzi.json    蚧          jiè              sense dropped                    sexual     horny
hanzi.json    衊          miè              sense dropped                    sexual     to defile
hanzi.json    諢          hùn              sense dropped                    sexual     obscene
hanzi.json    诨          hùn              sense dropped                    sexual     obscene
hanzi.json    辟          pì               etymology note cleared           sexual     mnemonic
hanzi.json    霪          yín              etymology note cleared           sexual     mnemonic
hanzi.json    饞          chán             sense dropped                    sexual     lewd
hanzi.json    馋          chán             sense dropped                    sexual     lewd
hanzi.json    黩          dú               sense dropped                    sexual     to defile
hanzi.json    黷          dú               sense dropped                    sexual     to defile
hanzi.json    龜          guī              sense dropped                    sexual     cuckold
hanzi.json    龟          guī              sense dropped                    sexual     cuckold
hanzi.json    傻          shǎ              sense dropped                    slurs      imbecile
hanzi.json    刎          wěn              sense dropped                    violence   behead
hanzi.json    拷          kǎo              sense dropped                    violence   torture
hanzi.json    斩          zhǎn             sense dropped                    violence   behead
hanzi.json    斬          zhǎn             sense dropped                    violence   behead
hanzi.json    磔          zhé              sense dropped                    violence   dismember
hanzi.json    轘          huán             sense dropped                    violence   torture
hsk.json      性感         xìnggǎn          sense dropped                    sexual     sexy
hsk.json      骚扰         sāorǎo           sense dropped                    sexual     molest
hsk.json      折磨         zhémo            sense dropped                    violence   torture
